name,rating,text,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,stars
soo chen,,서빙해주는게 아님 좀 아쉽다,,,,4
潘建助,,"跟台灣的價位差不多
客人真的很多
廚房很小，所以出餐速度會比較慢
有免費的廁所，男女各一，需要排隊",,,,5
Trung Dung,,"Ko tat bang mcdonal hoang dao thuy. Mieng ga qua be. Se ko quay lai nua vi xung quanh co nhieu cua hang an nhanh hon... gia ca hop ly hon. Tuy nhien, co 1 diem cong cua mcdonal so voi cac cua hang khac la nhan vien chuyen nghiep hon. Va da du ky tu chua nhi?? Cho chac chan!",,,,3
신해철,,투어 미팅장소였고 잠깐 들어가서 생수 샀는데 직원들 친절했습니다.,,,,3
充郎,,"朝から歩きっぱなしで疲れたがゆっくり休憩が取れた
世界共通の味ですね",,,,4
Robert Sc,,Esta bien,,,,3
truong thi nhat hanh,,"Thức ăn ok, nhanh, nhân viên phục vụ tốt. Tuy nhiên nhân viên order mặt rất thái độ. Hỏi và trả lời rất khó ưa, nhìn mặt ko cười nổi 1 cái với khách hàng. Bước vào cửa thì quầy order là nơi tiếp xúc đầu tiên đã gây mất thiện cảm nên ăn trưa cũng ko ngon nổi. Cứ như tôi mắc nợ anh ta cái gì. Trong lúc order rất vắng khách, chỉ có tôi thì ko lý gì anh ta lại tỏ thái độ mệt mỏi và khinh khỉnh như thế. No reccommend",,,,2
Quang Nga Nguyen,,Gà ngon hơn kfc và Lotteria,,,,4
Wave Honda,,It is always good taste,,,,5
蔡昆榕,,台灣的還是比較好吃,,,,3
Kabirul Pious,,This is one of the popular Mac store in Hanoi. The place is bit narrow but window view is nice.,,,,4
Jules Jublin,,"Nicht so toll, sehr teuer und keine regionalen Speisen.",,,,1
mathdic,,한국에서도 볼 수 있는 무인 키오스크 주문방식이 적용되어있음. 물론 카운터에서 주문도 가능,,,,4
duc pham,,"Quán đồ ăn nhanh ngon, vị trí đắc địa, chỗ ngồi sạch sẽ, gọi đồ và nhận đồ rất nhanh. Giá thành hơn đắt với ngưòi việt nói chung. Đáng để thử và trải nghiệm",,,,5
super genis,,Quá ngon ạ.,,,,5
Paras Yadav,,Tasty food..,,,,4
Khoa Nguyen - Tom,,Món ăn ở McDonald TPHCM so với ở Hà Nội thì bên TPHCM ngon hơn và có nhiều chi nhánh McDonald hơn và nhân viên tốt hơn nhưng Hà Nội thì cụng khá là ngon nhưng nhân viên và bảo vệ hơi tệ chút. Mà vị trí dễ tìm và cũng rất đẹp.,,,,3
trung mai,,Đồ ăn ở đây rất ngon và cũng rất tiện để ra hồ chơi,,,,5
Tung Duong,,Biển hiệu hơi khác so với các nhà hàng McDonald khác,,,,4
Brid Mcdonagh,,What's not to love,,,,5
Hương Vega Quỳnh (TMC2007),,"Địa điểm khá thuận tiện, tuy nhiên hơi chật",,,,4
Manh Hung Luong,,5 sao !,,,,5
Huỳnh Hiệp,,Dạo phố,,,,3
Yourvacation Travel Tourghepdulich,,Tốt,,,,4
Tuan Le,,Trung tâm Hà Nội,,,,4
Phạm Thái Hoàng,,Ăn bình thường,,,,3
Sam Mahmoud,,Beautiful place and tasty food also the prices are good,,,,5
Nguyen Nhat Binh,,Quá đông đặc biệt dịp cuối tuần,,,,5
Hoàng Nguyễn Xuân,,"Buồn ơi là buồn. Burger thì không có 1 cọng rau, miếng phomat thì chảy xệ, miếng bánh kẹp thì xốp bóp phát là vỡ. Khoai tây chiên thì yểu xìu. Nói chung là lần đầu tiên ăn lại sau hơn 9 năm thì mcdonald vẫn tệ như ngày nào.",,,,1
Thanh Vu,,"I always like McDonald. Here or in America or other countries, all give the same taste.",,,,5
Bui Huyen,,Quick and delicous. Better than Lotteria,,,,5
RentABikeVN com,,It's a McDonald's.,,,,5
Hiếu Nguyễn Duy,,Sốt rất ngon. Mù tạt mật ông good,,,,5
Amina Stella,,Green tea muffin,,,,5
Ciara Lee,,Fast service,,,,5
Duy Anh Nguyen,,"Đồ ăn ngon nhưng vẫn phải cho 1* vì ăn xong mình ra ngoài bắt grab , đang chờ xe mà trời mưa thì bị bảo vệ ra quát đuổi không cho đứng dưới hiên , có nói là cháu vừa ăn xong cháu chờ xe đón , nhưng ông í vẫn quát , để í thì thấy ai ông í cũng quát nên cho 1* chấn chỉnh nhé 🙂",,,,1
Atuan Nguyen,,Hôm nay con ra MCDonald's rõ là hộp Happy Meal được tặng Zozo mà lúc nhân viên lại phát quyền sách. Lý do hết zozo :(,,,,4
Thiem Vu Van (Thiembrian),,とてもおいしい。,,,,5
Trương Hoài Nam,,"Hơi đông tý, nhưng vẫn chấp nhận được, hơn hẳn KFC.",,,,5
Anh Chu Tuan,,"Đồ ăn ngon, vị trí đẹp, ứng dụng công nghệ đặt món rất nhanh và thuận tiện",,,,5
Miki Ben Zaken,,אחלה קזינו,,,,4
Dillon Wobben,,"Busy, but just good solid McDonalds we all know and live",,,,4
Thu Nhật,,khá ổn,,,,5
paul burg,,Good location,,,,4
Tú Nguyễn,,Chờ đồ ăn quá lâu,,,,1
jack,,yummy.,,,,5
lưu lập,,Phong cach phục vụ tất chuyen nghiệp chất lượng ok,,,,5
Trung Lê,,Ngon tuyệt,,,,5
나는전설이다.,,"정신없이 번잡한 곳이죠.
많은 손님 수에 비해서 화장실이 너무 비좁다.",,,,3
Vladimir Bandurchenko,,Perfect food and service,,,,5
Tung Nguyen (Tung Nguyen M.D),,Quá đông,,,,3
Dan Reed,,Aw heck yis pit stop.,,,,5
最高玉子,,従業員さんは愛嬌よく、朝マックも最高！！,,,,4
Hưởng Nguyễn,,ngon rể,,,,5
Thuy Tran,,Nhân viên thái độ ko tốt phân biệt đối xử,,,,1
Alex Havermans,,"Went to use the free bathroom and wifi, paper had to be thrown in a bin. Was clean. Friendly staff.",,,,4
SƠN LÂM - STUDIO,,Bình thường,,,,4
ᄋᄋ,,"가격은 전세계가 비슷합니다.
깔끔하고 좋습니다. 테이블로 버거 가져다주는 서비스도 있더라구요 ㅋㅋ",,,,4
Hafizuddin Kamarudin (Okie Dokie with Mr Po),,Normal standard of McD. Good and helpful staff. Open til midnight during weekends,,,,5
장지영,,"친절하고 청결했다 햄버거도 맛났다
어른에 아이셋 먹은 가격이 320000동 정도 들었다",,,,4
Aurelie Jordison,,"Very cool to discover new dishes from this chain. The rice and pork was very good, the chicken too cuz it's not the same as in France. Peach tea was nice too but too much ice in it.",,,,5
André Pimparé,,Miam comme toujours. Pour nous suivre sur Facebook : Drew et Karl en voyage,,,,5
Khoai Ta Khoai Tây,,"❤️ McDonald's CÓ NGON KO? - WAS McDonald's GOOD? 😀 #khoaiinhanoi
Yup, đợt vừa rồi 2 đứa cuối cùng cũng đã đc thử Mc Donald ở HN 😗 Bọn mình đã chọn những thứ căn bản nhất và nổi tiếng nhất ở đấy như McNuggets, Cheeseburger và McFlurry. Ngoài ra thì có gọi gà rán vs khoai chiên nữa.
Và thực sự thấy rất bất ngờ, bơi vì mấy món nổi tiếng... chả ngon như lời đồn 😳 Burger ko ngon bằng của KFC ấy huhu, miếng thịt bò nhạt nhẽo, khô xác xơ, ăn còn ko có vị bò, vs 1 miếng cheese, tí xốt, hết! Nuggets cũng thế, vị rất bt ko có gì thần thánh hết :< Thất vọng quá huhu 😭 Cái kéo lại ở đây nhất chính là quầy sốt chấm, có đến tận 5 loại, ngoài ketchup vs tương ớt ra thì còn có cả tương ớt tỏi, mù tạt mật ong vs mayonnaise. Nhưng mà kem thì đúng là ngon thật, ngon nhất trong mấy hãng đồ ăn nhanh kiểu này.
Gà rán cũng khá đc ý. Khoai tây chiên ngon, hôm 2 đứa ăn lại còn đc khoai mới nóng giòn 😗 Thấy có cả bánh nữa nhưng mà 2 đứa chưa thử.
Nhìn chung là hơi buồn, vì thấy nhiều ng nghiện đồ ăn ở đây nên kì vọng hơi nhiều 😅
🔴 McDonald's
📍2 Hàng Bài, Hà Nội
💲15-295k
------
Yup, on the trip to Hanoi, we even tried Mc Donald 😗 We chose the most famous stuffs there like Cheeseburger, McNuggets and McFlurry, with some other stuffs like fried chicken, fries.
We're so surprised, cuz... they weren't that good! 😳 The Burger was so bland, dry beef patty, didn't even taste like beef, with a silce of cheese, some sauce, done. Same with the nuggets, too normal to be something 😔 The nice thing in here that we love the most was they have 5 kinds of sauce, not just ketchup and chilli sauce, they even have mayonnaise, garlic chilli sauce and honey mustard 😍
But the McFlurry was really good, best ice cream in all of the fasfood franchises for us.
The fried chicken was nice. Good fries, we got them from a new batch, so they were even hot and crunchy 😚 They have cakes too but we didn't try.
In general, it was a lil bit sad, like there are a lot of people that addicted to these stuffs so we really had high expectation... 😔

Follow our blog on Instagram and Facebook for more reviews : @khoaitaykhoaita_",,,,3
다빈,,친절한 점원. 깨끗한 맥도날드.,,,,5
Charlden Van Wyk,,Good food but bad service,,,,4
Trang Trần,,Mở,,,,4
Jeremy Simmons,,Best Maccas. Good spot to watch over the crazy traffic,,,,5
Trịnh Thị Dung (Dung Lùn),,Không gian ngồi khá rộng nhưng chỗ đi vs thì ít quá 😅😅😅,,,,4
Đồ Thờ Tượng Phật Tân Trang,,Chưa ghea,,,,3
1 horavel,,"매그도날드
칼로리 채우러감",,,,5
An H,,Ok,,,,5
Vasco Pinto,,It´s a McDonald´s :),,,,4
Do Chi Thanh,,Good,,,,5
Feng Michael,,"Quán ở trung tâm, đúng góc đẹp, đông khách, chắc chỉ phù hợp khách du lịch.",,,,4
Hương Giang Lãnh,,"Phục vụ tận tình, chu đáo.",,,,5
Hung Nguyen Thanh,,Too crowed and messy,,,,3
Seuk Kee Hong,,MD,,,,5
Vladislav Blecha,,McDonald's jako všude ve světě,,,,5
Lộc Lê,,Phục vụ chuyên nghiệp. Gọn gàng,,,,5
Phương Chi Đinh,,"Khoai mặn, nv cho muối 2 lần, biết mà vẫn đem ra bán cho khách",,,,2
Studio Suchi,,Tuyệt,,,,3
Tu Nguyen Duc,,Bình thường burger k ngon mấy,,,,3
B Basnyat,,Staff sleeping on the sofas. Weird smell!,,,,1
Tiger Official,,Đẹp,,,,5
Thomas Hubbard,,Bigmark khác ngon,,,,5
Binh le duy,,Good,,,,4
Martin Ngo,,"Nhân viên rất nhiều mà toàn làm việc riêng. Không hướng dẫn khách mua hàng chỗ nào, thanh toán ra sao?? Để khách đợi một lúc lâu mới có người ra hỏi... chán cho 1 thương hiệu toàn cầu.",,,,1
Steve Hammond,,"What can I say, the burger was fresh as and as always coke was refreshing.  Ac was cold and you get unlimited sauces 😅.   Yum!",,,,5
신상일,,"미디엄 빅맥 8만9천동(미디엄빅맥이라고하면 우리나라 세트를 줌),빅맥버거(단품) 주문. 앉아있으면 가져다 줌. 맛은 빅맥과 같음.",,,,4
Euphorian Traveller,,so busy,,,,1
Ngọc Nguyễn,,"Đồ ăn được, vị trí đẹp, mặc dù có máy để gọi đồ cho nhanh nhưng lúc thanh toán bằng thẻ lại bị lỗi",,,,3
Hoàng vân vlog,,Tốt,,,,4
Tuan Thanh,,Nhộn nhạo quá,,,,3
Ghost,,Đi qua,,,,5
tran trung Nguyen,,Tốt,,,,4
Huyen Ngo,,Best location around walking street,,,,5
Trang Lê Thị,,"Mình từng ăn mcd ở hoàng đạo thúy, thì đc nv mang ra tận bàn. Còn ở đây thì phải tự sếp hàng rất lâu. Có lẽ do trên phố quá đông chăng.",,,,4
Ngoc Vinh Pham,,"Chỗ ngồi view đẹp, quy trình mua hàng thuận tiện. Một số món ăn cần thay đổi cho phù hơpk với khẩu vị người dân địa phương.",,,,4
Helen Balbino,,Limited selection...,,,,5
Quốc Đạt Nguyễn,,It's the most of Fastfood in Ha noi,,,,5
Eldana,,"Vlean, quick and helpful",,,,4
nguyen hai,,Dj,,,,3
Lalit Gosavi,,I visited this place in closing hour. They don't have veg burger on the menu but we can request one with veggies for the same price as non-veg. Staff is really friendly.,,,,4
nexsus five,,Thank Allah for mc cafe coffee,,,,4
hong ha pham,,Lúc nào cũng đông,,,,5
Sơn Đinh Ngọc,,ngon,,,,5
Canh Nguyen Van,,"Không gian đẹp, dịch vụ hoàn hảo.",,,,5
Phạm Tuấn,,"Gà, hamburger và nước chấm ngon tuyệt",,,,5
Hồng Anh Trịnh,,"Chắc tại số mình nhọ nên đi đúng tầm giờ cao điểm đông khách nên đợi hơi lâu, đến lúc có đồ ăn thì miếng thịt bò trong bánh của mình vẫn còn bị lạnh ở giữa nên ấn tượng ban đầu không tốt cho lắm. Trừ thịt bò trong bánh ra thì cánh gà và khoai khá ngon, nên ăn kèm sốt mù tạt mật ong.",,,,3
miller lee,,還好,,,,3
Monz 11CB,,Chất lượng phục vụ tốt,,,,5
Dang Xuan Son Linh,,"Thức ăn không ngon, đc cái mặt tiền",,,,2
memo havok,,"Was gonna try it just to say i went to mickey dee in vietnam, unfortunetly, it was full of uneducated white people that cant have enough of their mcdonalds back home that they have to eat it here as well!  These are the same people that complain that vietnamese speak vietnamese or throw a fit at the history war museum, why you they even leave their home country?",,,,1
Armys Nguyen,,Đẹp quá,,,,5
Tung Pham Trong,,Đẹp,,,,5
Bravo Son,,Localized but good enough for tourists with local Hanoi food allergies.,,,,3
HAN YOHAN,,"현지식 음식에 약한 아내를  위해 방문한곳.
버거가 너무 닥았다.",,,,3
Cáo thông thái,,Phục vụ rất nhanh,,,,5
Mohan K,,Variety of sauces,,,,5
Hau Nguyen Van,,"Phục vụ nhanh, cuối tuần đông không có chỗ ngồi ăn",,,,4
ngaphinh,,Chú bảo vệ rất đáng yêu và nhiệt tình,,,,5
Trịnh Đắc Quân,,Món ngon,,,,5
Hyunjin Kim,,그냥 그래요,,,,3
An Nguyen,,"Nice view, fast food with good service and friendly crews!",,,,5
L.J.,,"매장 분위기 나쁘지 않고
한국이랑 다른새로운 메뉴는 없는 것 같음
한국이랑 다르게 직접 자리로 배달해주고
소스는 원하는만큼 가져오면 되기에 좋음
감튀 맛도 한국이랑 똑같고
칠리소스를 자유로이 먹는점이 좋았음",,,,4
Daniele Di Tonno,,In caso di estremo bisogno di occidentalita non guasta,,,,3
Diệp quang Tới,,Quá đông vui trong ngày tết thiếu nhi,,,,5
Paul Bennett,,Typical McDonalds. Good service a plus,,,,5
Jason Marburger (Jay mac),,The cashier was really awesome spoke great english.. which is rare in Vietnam,,,,5
Thang Pham,,"Good choices for hamburger, french fried, cola...",,,,5
Văn Văn,,Nv phục vụ chưa tốt,,,,1
Dinh Anh,,"Ăn ngon, phải xếp hàng vì đông.",,,,4
jauk koo,,한국이랑 차이점은 못느낌,,,,4
Long Nguyen Ngoc,,Vì thích ăn kem,,,,4
Huy Hoàng Nguyễn,,ok,,,,5
Cihan ÖZ,,Memleketim Her Zaman Sahte Cennetimiz,,,,5
Quốc Hậu Nguyễn,,Khá ổn,,,,4
Jackie Nguyen,,"Quán cafe bên dưới đẹp, cổ điển",,,,4
Thuỷ Thu,,Sẽ quay lại trong thời gian gần nhất có thể.,,,,5
lê vân,,"Cafe uống buồn nôn.
Bánh rất đắt và éo ngon",,,,2
Nhân Nguyễn,,Khá ngon,,,,4
An Hương Nguyễn,,Địa điểm hút khách nước ngoài và trong nước. Đồ ăn cũng tàm tạm,,,,3
_bqsiic,,Da best,,,,5
Minh Nguyen hoang,,"Ngon, phục vụ tạm ổn.",,,,4
Hải Nguyên Hán,,Ngon,,,,5
Roberto Pereira Ramos,,"Nice store, with totem to make order and part of the staff speak English",,,,5
Betsy Ng,,"Good location
But service is pretty slow",,,,3
ds S,,햄버거 맛이 ㅠㅠ,,,,3
thể thao tivi,,Tạm dc,,,,3
New G Humans,,여기 맥도날드 햄버거 왜 맛없지? 여기 맛없음 주의,,,,2
James Terpstra,,"Like all the other Macca's.
Food is average. Service is good",,,,3
Chương Phùng Danh,,Good meals and good service,,,,5
عبدالرحمن الخلف العيسى,,الاكل غير صحي أعجبني سندويش السمك,,,,4
Chi minh Anh,,Kinh thường ng khac,,,,1
Tuấn Anh Vương,,"Im not a big fan of fastfood but I suppose food there is better than in Lotteria or Jolibee. However if you are there and want to wash your hand or go to the restroom, go up to 2nd floor 😂😂😂, there is not any restroom in 1st floor",,,,3
차혜원,,"기대안하고 가면 맛있고
기대하면 실망이큼 ㅋㅋㅋ
아이스크림은 항상 평타 ㅎㅎ",,,,3
FL VIP563,,Ok,,,,4
Yến Nguyễn Hải,,Ok nha :3,,,,5
Itzik Fadida,,Wow!! Great nuggets,,,,5
Bjørn Øivind Pedersen,,They dont have milkshake or frappeshino,,,,2
Anh The,,Rất ngon,,,,3
강혜진,,"일요일 저녁 방문. 주문 줄은 좀 있지만 2층은 붐비지 않음.
빅맥 한국이랑 똑같고, 소스 여러종류 비치되어 있는게 좋음. 칠리랑 갈릭 맛있었음.",,,,4
Can Viet Ha,,Ok,,,,4
Tuan Hoang,,Địa điểm này đẹp,,,,4
Minh Tuấn,,"Tiện lợi, không gian thoáng mát, đẹp mắt, sạch sẽ.",,,,5
Thùy Dương Đào Thị,,"Giống đồ KFC mà, vị đậm đà hơn chút, giá mắc hơn và nhân viên khinh khỉnh hơn, nói chung không quay lại",,,,4
Nguyễn Anh Quang,,ăn ngon hơi đông,,,,4
Tuấn 27-ĐB,,Cũng như các cửa hàng MD khác phong cách phục vụ thì đã dk kiểm nghiệm qua nhiều năm nên ko phải bàn ạ.,,,,5
Tung Joong,,"Quán duy nhất ở HN, phục vụ khá nhanh",,,,5
A A,,👍👍👍,,,,5
Manh Vu Tien,,Tuyệt vời,,,,3
Mr Moose,,Poor service for delivery. Waited about 3 hours and the order was wrong. Got a double order of wrong food. What a great restaurant!,,,,1
Nguyễn Thúy,,McDonald’s Hồ Gươm,,,,5
dong jun Lee,,가끔 음료가 탄산이 약함,,,,3
Fab Leg,,Attention aux dégâts intestinaux ! Hygiène à revoir sérieusement.,,,,1
Đạt Nguyễn Đình,,"Thấy có cả thức uống và đồ ăn nhanh, cũng  rộng rãi phết. Tuyệt, view khá đẹp.",,,,5
Thiên Đào,,Nhà hàng phục vụ tốt làm đồ nhanh,,,,5
Huy Nguyễn,,"View đẹp, nhân viên phục vụ chưa được niềm nở lắm, nhà hàng sạch sẽ, trang thiết bị hiện đại, đồ ăn ngon, phục vụ nhanh chóng",,,,4
Radosław Jasiński,,"Poszliśmy przekonać się czy w Wietnamie będzie tak samo. Przekonaliśmy się, jest dokładnie tak samo. Tylko trochę dłużej czeka się w kolejce, bo jest to popularne miejsce, a i jeszcze jedno - samoobsługowe sosy...",,,,3
Tuyển Nguyễn Mạnh,,Quán có nhân viên phục vụ tốt rất nhanh nhẹn đồ ăn làm cẩn thận sạch sẽ rất ngon giá cả hợp lí không gian phục vụ chuyên nghiệp có chỗ để xe bảo vệ trông xe bên ngoài khung cảnh đẹp check ra hồ gươm thật tuyệt vời khi ăn tại đây verry good !!!! ☺️☺️☺️☺️☺️☺️😌❤️❤️❤️❤️❤️❤️❤️❤️☺️,,,,5
Bruce Seo (N Job man),,"I found a kind of tumor in chicken wing.
I was yuck.
btw location is good near Hoan Kiem lake",,,,2
A.FATTAH Asif,,"Good place in happening location of Hanoi, good food too, long cue in weekend,  service is good too",,,,4
manh Me Do Duc,,Món ngon,,,,4
종근이,,쌀국수만 먹다가 햄버거 한입~ 좋습니다,,,,4
Beng Beng,,Đồ ăn bt so với vc phải xếp hàng để mua,,,,4
Serhii Pylypenko,,We with my friends visited this place. Taste in this Macdonalds is amazing. But unfortunately in 3-7hours after we enjoyed our meals. We had got a problem as a diarrhea and we couldn’t stop it in two days. Can you please check your place for sanitation? thank you.,,,,1
베이비유지,,"햄버거가 머핀으로 적혀있는데 진짜 머핀임. 뭔가 예전 던킨도넛의 그 버거 맛이 기억남. (이름이 뭐드라..)
햄버거라 생각하면 안되고 한국의 햄버거 반만하다고 생각하면 됨. 난 워낙 양이 적어서 만족했지만 남자들은 2개는 먹어야 그래도 아 먹긴했네 싶을것 같음 ㅋ

그래도 항상 바글바글 대던 울나라와는 달리 12시 점심시간임에도 텅텅 비어있음.

1층엔 그랩오토바이? 사람들이 엄청 많았음 엄청나게.",,,,4
Maria Jose Merino Baeza,,Es igual en todos los lugares del mundo. Sabes lo que puedes comer,,,,4
기다리면겟상,,션하구 맛차 맛있어요%&^,,,,5
T. H,,マクドナルド。立地◎,,,,3
Trang Nguyen,,Good,,,,5
피자조아,,불친절 ㅜ,,,,1
manjaree gupta,,Good Ice cream 🍦,,,,5
THAMER M,,KFC is the food where there is long discussion about what to eat,,,,4
솜사탕,,달라는거랑 다른걸 줌 ㅠ.ㅠ 돗대기 시장...,,,,3
Van Vu Dinh,,It's mcdonald with table service,,,,4
Kim Jei,,싸고 빨라요,,,,5
조용범,,정신없다 모든사람이 만남의장소 인듯 ㅋ,,,,2
ChiHong An,,Too many people and too noise,,,,3
SKY,,"셀프주문기에서 말차 아이스크림 시켰는데
그냥 오레오 아이스크림 줌 ㅠ.ㅠ
햄버거 맛 궁금해서 먹으러 또 가야겠음
매장2층엔 물걸레 냄새 심함...",,,,3
HUICHEOL BYEON,,보통ㅜ,,,,3
Maximilian Minh,,"Thích địa điểm này theo tiêu chí của 2 ông nhóc, đệ tử của các cửa hàng đồ ăn nhanh. Khoảng 5, 6 năm trước hở ra là đòi đi KFC, thảng hoặc lắm vào Loteria đổi gió, thế mà từ tết 2019 vào cửa hàng McDonald này xong thì chúng nó chuyển hẳn tình yêu sang đây, hỏi nhưng không biết được lý do. Chắc là hợp khẩu vị hơn.
Cửa hàng có vị trí quá tốt còn về trang trí nội thất, thái độ của nhân viên cũng giống như các chuỗi ăn nhanh kia thôi, tại sao lại thu hút khách ghê vậy nhỉ? À, do chất lượng đồ ăn, mấy chuỗi kia đều từng lên báo về mấy vụ đồ ăn hỏng, riêng ông này chưa bị.
Từ sau 1975 nhiều lúc xem phim xong cứ ao ước được ăn đồ McDonald giống như trên màn ảnh mà sao mãi nó không vào Việt Nam. Khi ước mơ thành hiện thực phải thử vài lần rồi, phong cách ăn như trong phim cao bồi miền tây luôn ấy chứ.",,,,4
Đại Lèng Văn,,Ngon,,,,5
Cosmos Provider,,Better than in Belgium for sure,,,,4
Hsieh 謝I-Wen 逸文,,環境好；東西普通,,,,3
RSX Thắng Nguyễn,,Nv rất chu đáo,,,,5
Phuonglien April,,Món ăn ngon và thu hút được sự chú ý và sự thích thú của trẻ em . Nhưng không có chỗ ngồi 4☆,,,,4
Sachin Gupta,,"This is the only McD in Hanoi which is open till late night on most days!
Food and Service is good!",,,,5
Quyết Đỗ,,"Đồ ăn ngon, phục vụ nhanh",,,,4
totrantien,,"Lịch sự sạch sẽ nhưng nhà vệ sinh chỉ có giấy ạ, rát cả cõi lòng :(",,,,3
Julien De Praetere,,Pains du big mac froids,,,,2
Hải Anh Nguyễn,,Món ăn ngon và phục vụ nhiệt tình,,,,4
AHMAD SYAAZA,,Would be better & helpful for foreigners if also provide menu in English too.,,,,4
thanh thủy nguyễn,,Đồ uống giá hợp lý,,,,4
Những năm tháng ấy,,Là điểm đến khá thú vụ và thái độ phục vụ khách rất tốt. Vì nằm ơ trung tâm phố đi bộ nên rất nhiều khách trong nước và ngoài nước thường xuyên tới.,,,,5
Dam Quang Tung,,"Ăn ngon, phục vụ nhanh. Vị trí đẹp",,,,5
Thủy Viên,,Ngon,,,,5
Nguyễn Thị Bảo Ngọc,,"Phục vụ thân thiện,chất lượng tốt",,,,5
Ricky Dao,,"They really know how to get a nice view and location for their store. I had a great times here with friends. It always crowded here, but the waiters and employees were great helps. They made a mistake tho lol I ordered a cup of Sprite but they gave me a cup of water instead.",,,,5
Lưu Bang,,Ok,,,,5
Phương Phạm Hồng,,Ăn nhanh ...ngon.,,,,4
nguyen thebao,,Đồ ăn ngon mỗi tội đợi lâu,,,,5
Thắng Nguyễn Đức,,Phục vụ hơi chậm,,,,4
Châu Bình Phạm,,K hợp khẩu vị :>,,,,2
Ishan Keskar,,Quick bite here,,,,5
Hải Hà Đỗ,,Đông quá và đồ ăn cũng bình thường.,,,,3
Thăng ManyCar,,"Đồ ăn ngon, thu hút nhiều khách du lịch và trẻ em",,,,4
三舩和美,,"無愛想、遅い、スタッフのスマイル全く無い

金バッチも　歩いて雑談
携帯さわる従業員
日本とは　かけ離れてる接客",,,,1
Luong Tam,,Ok,,,,5
장욱현(낙타거북이),,너무 소금이 많았다 하지만 맛있다,,,,4
Phạm Tuấn Lực,,Good,,,,4
Nông Huy Hoàn,,Ngon lắm phục vụ oke,,,,5
Ha Phan,,Too busy,,,,3
Thuc Lavan,,Tuyệt vời,,,,5
Tuấn Lực Phạm,,Phục vụ tốt,,,,4
Hiệu Phạm Văn,,Cảnh đẹp,,,,5
Duyet Quang,,Đẹp,,,,5
Mohamed Rizal,,Very bad service. Mcdonalds Management need to pay more attention to the Mcdonalds Hanoi operation and staff training.,,,,1
Anh Bo Amazing,,"1 không có chỗ đỗ xe
2 để xe bảo vệ k đưa thẻ
3 đồ ăn lộn xộn khó hiểu và đắt
4 đồ ăn ít và nhỏ , khoai tây thì rắc muối quá mặn
5 toalet thì chỉ có 2 phòng mà còn đặt trong chỗ ăn uống
6 chật chội
Nên học tập trong Sài Gòn nhé .",,,,1
هنلف الدنيا,,معروف عالميا,,,,4
Anh Dung Pham,,Good service ❤️,,,,5
Achira Riot,,Busy weekend,,,,3
Hùng Phạm,,Không biết nói gì nữa,,,,2
Sharad Gangwar,,Very crowded and costly in near proximity,,,,3
Điệp Lê Huy,,Ngon,,,,5
Phong Nguyễn Thuận,,Đồ ăn rất ngon,,,,5
Truyền Thông Phật Giáo,,Đẹp,,,,5
Nhiệm MMO,,Ngon,,,,5
Bình Nguyễn Viết,,"Cách phục vụ chyên nghiệp, nhanh khi oder hàng. Nhân viên nhiệt tình.
Đồ ăn nhanh nên hơi nhiều dầu mỡ.  Chất lượng đồ ăn tạm ổn, giá thành hợp lya vs túi tiền.
Không gian hơi hẹp chật, vị trí view đẹp nhưng không lắp kính để quan sát đường mà thay vào đó quán xây tường hơi kín,",,,,2
Cương HV,,Rát tuyệt vời,,,,5
Phùng Thanh Tùng,,Kể tưg khi ăn mcdonald's là khỏi ăn ở chỗ khác luôn.,,,,5
Mưa Bên Em,,Nhân viên thái độ khi Grab mua hàng trả đồ thiếu,,,,1
Sỹ Hoàng,,Sẽ vào lần tới,,,,4
Giang Nam Tran,,"Địa điểm đẹp, view ra Hồ Hoàn Kiếm, nhiều nam thanh nữ tú đến đây ăn uống",,,,4
Eden Key,,Món ăn cũng bình thường. Giá ko quá đắt. Được cái vị trí đẹp nên đi ra hồ Gươm ngắm cảnh cũng gần,,,,4
Tân Film Photography,,Ok,,,,5
Kiet,,The location and service were so good,,,,5
Aeits Wong,,"Pork burger quite nice, yet it not come with set.",,,,3
tôi gét những ai đặt tên loàng ngoằng,,Đồ ăn hơi đắt,,,,2
Anh Bùi Đức,,"Hamburger ngon, khoai tây chiên không được giòn như McDonald's mình từng ăn bên châu Âu, giá cả khá đắt so với thu nhập trung bình người Việt, quán nằm tại địa điểm vàng của thủ đô Hà Nội, làm một nơi lí tưởng cho giới trẻ check in.",,,,3
Bruce Wayne,,The burgers are nice. quiet place with aircon,,,,5
Tyler seo,,한국이나 미국 맥도날드 보다 맛이 없어요. 드레싱이 모조리 마요네즈와 케찹이에요.,,,,1
Loan Trần Ngọc,,Giá cao,,,,3
Hung Nguyen Duy,,Đồ ăn rất ngán,,,,1
Thuỳ Dương Vũ,,I love fast food but i’m sorry to say that mcdonald cheeseburger didn’t fit my appetite. Generally the food is good and the service is excellent anw,,,,4
huy Vũ,,"Quán duy nhất ở thành phố hà nội
Đồ ăn cực kì ngon mà cx ko mắc
Thích hợp để dẫn trẻ con vào",,,,5
TRÌNH NGUYỄN,,Cũng ổn,,,,3
hoang nguyen,,Đồ ăn không quá ngon so với giá,,,,3
Công Devil,,Good,,,,5
